seqnames	start	end	width	strand	ID	type	counts	frequency
1	144019000	144076000	57001	*	1_144019000_144076000	gain	12	0.2
1	144020000	144275000	255001	*	1_144020000_144275000	gain	21	0.35
1	144525000	144552000	27001	*	1_144525000_144552000	gain	40	0.67
1	144525000	145383000	858001	*	1_144525000_145383000	gain	40	0.67
1	144526000	144552000	26001	*	1_144526000_144552000	gain	40	0.67
1	144526000	145383000	857001	*	1_144526000_145383000	gain	40	0.67
1	144552000	144600000	48001	*	1_144552000_144600000	gain	2	0.03
1	144552000	144820000	268001	*	1_144552000_144820000	gain	38	0.63
1	144552000	144984000	432001	*	1_144552000_144984000	gain	40	0.67
1	144552000	144985000	433001	*	1_144552000_144985000	gain	40	0.67
1	144552000	144986000	434001	*	1_144552000_144986000	gain	40	0.67
1	144820000	144985000	165001	*	1_144820000_144985000	gain	60	1
1	144825000	144985000	160001	*	1_144825000_144985000	gain	60	1
1	144864000	144891000	27001	*	1_144864000_144891000	gain	20	0.33
1	144864000	145383000	519001	*	1_144864000_145383000	gain	32	0.53
1	144949000	145093000	144001	*	1_144949000_145093000	gain	60	1
1	144984000	145091000	107001	*	1_144984000_145091000	gain	60	1
1	144984000	145120000	136001	*	1_144984000_145120000	gain	60	1
1	144985000	145093000	108001	*	1_144985000_145093000	gain	60	1
1	144985000	145119000	134001	*	1_144985000_145119000	gain	60	1
1	144985000	145124000	139001	*	1_144985000_145124000	gain	60	1
1	144985000	145125000	140001	*	1_144985000_145125000	gain	60	1
1	145091000	145381000	290001	*	1_145091000_145381000	gain	42	0.7
1	145093000	145118000	25001	*	1_145093000_145118000	gain	18	0.3
1	145097000	145125000	28001	*	1_145097000_145125000	gain	18	0.3
1	145119000	145186000	67001	*	1_145119000_145186000	gain	34	0.57
1	145119000	145187000	68001	*	1_145119000_145187000	gain	34	0.57
1	145119000	145381000	262001	*	1_145119000_145381000	gain	42	0.7
1	145119000	145382000	263001	*	1_145119000_145382000	gain	42	0.7
1	145124000	145187000	63001	*	1_145124000_145187000	gain	34	0.57
1	145125000	145187000	62001	*	1_145125000_145187000	gain	34	0.57
1	145125000	145188000	63001	*	1_145125000_145188000	gain	34	0.57
1	145326000	145382000	56001	*	1_145326000_145382000	gain	11	0.18
1	146467000	146488000	21001	*	1_146467000_146488000	gain	6	0.1
1	147389000	147731000	342001	*	1_147389000_147731000	gain	15	0.25
1	147390000	147731000	341001	*	1_147390000_147731000	gain	15	0.25
1	147705000	147731000	26001	*	1_147705000_147731000	gain	41	0.68
1	147706000	147731000	25001	*	1_147706000_147731000	gain	41	0.68
1	147995000	148250000	255001	*	1_147995000_148250000	gain	22	0.37
1	147995000	148684000	689001	*	1_147995000_148684000	gain	23	0.38
1	147997000	148954000	957001	*	1_147997000_148954000	gain	15	0.25
1	147998000	148019000	21001	*	1_147998000_148019000	gain	29	0.48
1	147998000	148684000	686001	*	1_147998000_148684000	gain	23	0.38
1	148000000	148015000	15001	*	1_148000000_148015000	gain	29	0.48
1	148005000	148015000	10001	*	1_148005000_148015000	gain	29	0.48
1	148015000	148250000	235001	*	1_148015000_148250000	gain	22	0.37
1	148024000	148842000	818001	*	1_148024000_148842000	gain	15	0.25
1	148515000	148561000	46001	*	1_148515000_148561000	gain	28	0.47
1	148665000	148683000	18001	*	1_148665000_148683000	gain	14	0.23
1	148786000	148842000	56001	*	1_148786000_148842000	gain	15	0.25
1	148786000	148844000	58001	*	1_148786000_148844000	gain	15	0.25
1	148786000	149036000	250001	*	1_148786000_149036000	gain	40	0.67
1	148787000	148842000	55001	*	1_148787000_148842000	gain	15	0.25
1	148787000	148844000	57001	*	1_148787000_148844000	gain	15	0.25
1	148844000	148954000	110001	*	1_148844000_148954000	gain	40	0.67
1	149203000	149221000	18001	*	1_149203000_149221000	gain	13	0.22
1	149203000	149274000	71001	*	1_149203000_149274000	gain	29	0.48
1	149203000	149369000	166001	*	1_149203000_149369000	gain	26	0.43
1	149204000	149274000	70001	*	1_149204000_149274000	gain	29	0.48
1	149220000	149226000	6001	*	1_149220000_149226000	gain	16	0.27
1	149222000	149225000	3001	*	1_149222000_149225000	gain	16	0.27
1	149222000	149226000	4001	*	1_149222000_149226000	gain	16	0.27
1	149225000	149233000	8001	*	1_149225000_149233000	gain	9	0.15
1	149225000	149240000	15001	*	1_149225000_149240000	gain	16	0.27
1	149273000	149318000	45001	*	1_149273000_149318000	gain	40	0.67
1	149273000	149319000	46001	*	1_149273000_149319000	gain	40	0.67
1	149274000	149318000	44001	*	1_149274000_149318000	gain	40	0.67
1	149645000	149754000	109001	*	1_149645000_149754000	gain	39	0.65
1	153673000	153694000	21001	*	1_153673000_153694000	gain	2	0.03
1	154686000	154687000	1001	*	1_154686000_154687000	gain	3	0.05
1	161410000	161442000	32001	*	1_161410000_161442000	gain	40	0.67
1	161410000	161644000	234001	*	1_161410000_161644000	gain	3	0.05
1	161411000	161442000	31001	*	1_161411000_161442000	gain	40	0.67
1	161441000	161639000	198001	*	1_161441000_161639000	gain	3	0.05
1	196783000	196905000	122001	*	1_196783000_196905000	gain	2	0.03
1	206558000	206583000	25001	*	1_206558000_206583000	gain	14	0.23
1	210827000	210828000	1001	*	1_210827000_210828000	gain	5	0.08
1	215382000	215385000	3001	*	1_215382000_215385000	gain	7	0.12
1	224198000	224205000	7001	*	1_224198000_224205000	gain	21	0.35
1	228743000	228782000	39001	*	1_228743000_228782000	gain	40	0.67
1	234911000	234936000	25001	*	1_234911000_234936000	gain	14	0.23
1	234912000	234919000	7001	*	1_234912000_234919000	gain	52	0.87
1	248567000	248568000	1001	*	1_248567000_248568000	gain	4	0.07
1	248598000	248673000	75001	*	1_248598000_248673000	gain	2	0.03
2	1530000	1534000	4001	*	2_1530000_1534000	gain	7	0.12
2	2298000	2301000	3001	*	2_2298000_2301000	gain	9	0.15
2	2956000	2957000	1001	*	2_2956000_2957000	gain	6	0.1
2	3183000	3186000	3001	*	2_3183000_3186000	gain	8	0.13
2	13474000	13475000	1001	*	2_13474000_13475000	gain	2	0.03
2	26237000	26239000	2001	*	2_26237000_26239000	gain	2	0.03
2	37957000	38004000	47001	*	2_37957000_38004000	gain	40	0.67
2	38955000	38972000	17001	*	2_38955000_38972000	gain	4	0.07
2	62957000	62959000	2001	*	2_62957000_62959000	gain	9	0.15
2	74015000	74029000	14001	*	2_74015000_74029000	gain	4	0.07
2	75734000	75739000	5001	*	2_75734000_75739000	gain	7	0.12
2	83365000	83366000	1001	*	2_83365000_83366000	gain	2	0.03
2	87566000	87658000	92001	*	2_87566000_87658000	gain	38	0.63
2	87567000	87658000	91001	*	2_87567000_87658000	gain	38	0.63
2	87576000	87589000	13001	*	2_87576000_87589000	gain	3	0.05
2	87593000	87610000	17001	*	2_87593000_87610000	gain	4	0.07
2	87610000	87621000	11001	*	2_87610000_87621000	gain	3	0.05
2	87610000	87627000	17001	*	2_87610000_87627000	gain	4	0.07
2	87621000	87626000	5001	*	2_87621000_87626000	gain	4	0.07
2	87621000	87627000	6001	*	2_87621000_87627000	gain	4	0.07
2	87627000	87639000	12001	*	2_87627000_87639000	gain	6	0.1
2	87627000	87641000	14001	*	2_87627000_87641000	gain	6	0.1
2	87640000	87658000	18001	*	2_87640000_87658000	gain	23	0.38
2	89071000	89106000	35001	*	2_89071000_89106000	gain	37	0.62
2	89100000	89106000	6001	*	2_89100000_89106000	gain	19	0.32
2	89831000	89891000	60001	*	2_89831000_89891000	gain	36	0.6
2	90372000	90491000	119001	*	2_90372000_90491000	gain	23	0.38
2	90372000	91695000	1323001	*	2_90372000_91695000	gain	25	0.42
2	90419000	91695000	1276001	*	2_90419000_91695000	gain	26	0.43
2	90431000	90434000	3001	*	2_90431000_90434000	gain	5	0.08
2	90431000	91695000	1264001	*	2_90431000_91695000	gain	26	0.43
2	90431000	91841000	1410001	*	2_90431000_91841000	gain	5	0.08
2	90431000	91856000	1425001	*	2_90431000_91856000	gain	5	0.08
2	90491000	91857000	1366001	*	2_90491000_91857000	gain	5	0.08
2	91595000	91695000	100001	*	2_91595000_91695000	gain	7	0.12
2	91695000	91711000	16001	*	2_91695000_91711000	gain	10	0.17
2	91695000	91712000	17001	*	2_91695000_91712000	gain	10	0.17
2	91695000	91725000	30001	*	2_91695000_91725000	gain	15	0.25
2	91711000	91759000	48001	*	2_91711000_91759000	gain	33	0.55
2	91711000	92232000	521001	*	2_91711000_92232000	gain	33	0.55
2	91711000	92282000	571001	*	2_91711000_92282000	gain	33	0.55
2	91711000	92326000	615001	*	2_91711000_92326000	gain	33	0.55
2	91712000	91759000	47001	*	2_91712000_91759000	gain	33	0.55
2	91749000	91759000	10001	*	2_91749000_91759000	gain	9	0.15
2	91759000	91822000	63001	*	2_91759000_91822000	gain	55	0.92
2	91759000	91827000	68001	*	2_91759000_91827000	gain	55	0.92
2	91759000	91839000	80001	*	2_91759000_91839000	gain	55	0.92
2	91759000	91840000	81001	*	2_91759000_91840000	gain	55	0.92
2	91759000	91841000	82001	*	2_91759000_91841000	gain	55	0.92
2	91759000	91852000	93001	*	2_91759000_91852000	gain	55	0.92
2	91759000	91857000	98001	*	2_91759000_91857000	gain	55	0.92
2	91759000	91858000	99001	*	2_91759000_91858000	gain	55	0.92
2	91759000	91923000	164001	*	2_91759000_91923000	gain	56	0.93
2	91759000	91924000	165001	*	2_91759000_91924000	gain	56	0.93
2	91759000	91925000	166001	*	2_91759000_91925000	gain	56	0.93
2	91759000	91957000	198001	*	2_91759000_91957000	gain	57	0.95
2	91840000	91925000	85001	*	2_91840000_91925000	gain	41	0.68
2	91840000	92232000	392001	*	2_91840000_92232000	gain	32	0.53
2	91841000	91925000	84001	*	2_91841000_91925000	gain	41	0.68
2	91856000	91893000	37001	*	2_91856000_91893000	gain	26	0.43
2	91857000	91893000	36001	*	2_91857000_91893000	gain	26	0.43
2	91893000	91924000	31001	*	2_91893000_91924000	gain	26	0.43
2	91893000	91962000	69001	*	2_91893000_91962000	gain	41	0.68
2	91923000	91971000	48001	*	2_91923000_91971000	gain	38	0.63
2	91923000	91997000	74001	*	2_91923000_91997000	gain	40	0.67
2	91923000	92003000	80001	*	2_91923000_92003000	gain	40	0.67
2	91924000	91971000	47001	*	2_91924000_91971000	gain	38	0.63
2	91925000	91971000	46001	*	2_91925000_91971000	gain	38	0.63
2	91962000	91996000	34001	*	2_91962000_91996000	gain	40	0.67
2	91971000	91996000	25001	*	2_91971000_91996000	gain	40	0.67
2	91971000	91997000	26001	*	2_91971000_91997000	gain	40	0.67
2	91971000	92003000	32001	*	2_91971000_92003000	gain	40	0.67
2	91996000	92106000	110001	*	2_91996000_92106000	gain	40	0.67
2	91996000	92109000	113001	*	2_91996000_92109000	gain	40	0.67
2	91996000	92184000	188001	*	2_91996000_92184000	gain	40	0.67
2	91996000	92199000	203001	*	2_91996000_92199000	gain	40	0.67
2	91996000	92214000	218001	*	2_91996000_92214000	gain	40	0.67
2	91996000	92222000	226001	*	2_91996000_92222000	gain	40	0.67
2	91996000	92223000	227001	*	2_91996000_92223000	gain	40	0.67
2	91996000	92232000	236001	*	2_91996000_92232000	gain	40	0.67
2	91996000	92237000	241001	*	2_91996000_92237000	gain	40	0.67
2	91997000	92232000	235001	*	2_91997000_92232000	gain	40	0.67
2	92184000	92237000	53001	*	2_92184000_92237000	gain	12	0.2
2	92222000	92267000	45001	*	2_92222000_92267000	gain	26	0.43
2	92222000	92279000	57001	*	2_92222000_92279000	gain	26	0.43
2	92232000	92274000	42001	*	2_92232000_92274000	gain	26	0.43
2	92237000	92247000	10001	*	2_92237000_92247000	gain	6	0.1
2	92237000	92248000	11001	*	2_92237000_92248000	gain	8	0.13
2	92267000	92326000	59001	*	2_92267000_92326000	gain	23	0.38
2	92274000	92326000	52001	*	2_92274000_92326000	gain	23	0.38
2	95472000	95476000	4001	*	2_95472000_95476000	gain	7	0.12
2	95508000	95515000	7001	*	2_95508000_95515000	gain	9	0.15
2	96514000	96528000	14001	*	2_96514000_96528000	gain	40	0.67
2	96592000	96621000	29001	*	2_96592000_96621000	gain	40	0.67
2	96725000	96735000	10001	*	2_96725000_96735000	gain	9	0.15
2	97807000	97917000	110001	*	2_97807000_97917000	gain	36	0.6
2	97813000	97840000	27001	*	2_97813000_97840000	gain	16	0.27
2	97832000	97835000	3001	*	2_97832000_97835000	gain	4	0.07
2	97905000	97917000	12001	*	2_97905000_97917000	gain	9	0.15
2	98122000	98135000	13001	*	2_98122000_98135000	gain	26	0.43
2	109815000	109817000	2001	*	2_109815000_109817000	gain	15	0.25
2	114331000	114359000	28001	*	2_114331000_114359000	gain	37	0.62
2	119624000	119626000	2001	*	2_119624000_119626000	gain	4	0.07
2	119948000	119950000	2001	*	2_119948000_119950000	gain	8	0.13
2	123357000	123359000	2001	*	2_123357000_123359000	gain	5	0.08
2	126649000	126651000	2001	*	2_126649000_126651000	gain	3	0.05
2	131306000	131425000	119001	*	2_131306000_131425000	gain	27	0.45
2	132767000	132777000	10001	*	2_132767000_132777000	gain	40	0.67
2	132767000	132836000	69001	*	2_132767000_132836000	gain	35	0.58
2	132768000	132777000	9001	*	2_132768000_132777000	gain	40	0.67
2	132768000	132836000	68001	*	2_132768000_132836000	gain	35	0.58
2	132776000	132836000	60001	*	2_132776000_132836000	gain	35	0.58
2	132777000	132836000	59001	*	2_132777000_132836000	gain	35	0.58
2	132966000	132985000	19001	*	2_132966000_132985000	gain	40	0.67
2	132966000	133122000	156001	*	2_132966000_133122000	gain	60	1
2	132982000	133039000	57001	*	2_132982000_133039000	gain	60	1
2	132982000	133122000	140001	*	2_132982000_133122000	gain	60	1
2	132994000	133039000	45001	*	2_132994000_133039000	gain	60	1
2	132994000	133040000	46001	*	2_132994000_133040000	gain	60	1
2	132994000	133046000	52001	*	2_132994000_133046000	gain	60	1
2	132997000	133039000	42001	*	2_132997000_133039000	gain	60	1
2	133039000	133117000	78001	*	2_133039000_133117000	gain	60	1
2	133039000	133121000	82001	*	2_133039000_133121000	gain	60	1
2	133039000	133122000	83001	*	2_133039000_133122000	gain	60	1
2	162135000	162136000	1001	*	2_162135000_162136000	gain	8	0.13
2	162135000	162139000	4001	*	2_162135000_162139000	gain	39	0.65
2	171505000	171507000	2001	*	2_171505000_171507000	gain	3	0.05
2	213056000	213057000	1001	*	2_213056000_213057000	gain	3	0.05
2	226851000	226853000	2001	*	2_226851000_226853000	gain	3	0.05
2	228241000	228258000	17001	*	2_228241000_228258000	gain	3	0.05
2	232687000	232709000	22001	*	2_232687000_232709000	gain	5	0.08
2	242529000	242531000	2001	*	2_242529000_242531000	gain	4	0.07
2	242948000	242953000	5001	*	2_242948000_242953000	gain	9	0.15
3	621000	662000	41001	*	3_621000_662000	gain	39	0.65
3	6318000	6337000	19001	*	3_6318000_6337000	gain	2	0.03
3	8824000	8860000	36001	*	3_8824000_8860000	gain	2	0.03
3	16445000	16447000	2001	*	3_16445000_16447000	gain	12	0.2
3	33009000	33015000	6001	*	3_33009000_33015000	gain	60	1
3	35803000	35942000	139001	*	3_35803000_35942000	gain	2	0.03
3	38124000	38127000	3001	*	3_38124000_38127000	gain	6	0.1
3	40245000	40247000	2001	*	3_40245000_40247000	gain	14	0.23
3	46164000	46165000	1001	*	3_46164000_46165000	gain	2	0.03
3	49642000	49644000	2001	*	3_49642000_49644000	gain	5	0.08
3	57001000	57003000	2001	*	3_57001000_57003000	gain	33	0.55
3	62585000	62586000	1001	*	3_62585000_62586000	gain	17	0.28
3	63849000	63851000	2001	*	3_63849000_63851000	gain	9	0.15
3	73159000	73161000	2001	*	3_73159000_73161000	gain	35	0.58
3	75270000	75277000	7001	*	3_75270000_75277000	gain	60	1
3	75679000	75700000	21001	*	3_75679000_75700000	gain	12	0.2
3	75679000	75795000	116001	*	3_75679000_75795000	gain	60	1
3	75679000	75803000	124001	*	3_75679000_75803000	gain	60	1
3	75679000	75862000	183001	*	3_75679000_75862000	gain	56	0.93
3	75695000	75699000	4001	*	3_75695000_75699000	gain	14	0.23
3	75695000	75700000	5001	*	3_75695000_75700000	gain	14	0.23
3	75695000	75802000	107001	*	3_75695000_75802000	gain	60	1
3	75695000	75862000	167001	*	3_75695000_75862000	gain	57	0.95
3	75699000	75802000	103001	*	3_75699000_75802000	gain	60	1
3	75700000	75703000	3001	*	3_75700000_75703000	gain	6	0.1
3	75700000	75704000	4001	*	3_75700000_75704000	gain	7	0.12
3	75700000	75713000	13001	*	3_75700000_75713000	gain	12	0.2
3	75700000	75714000	14001	*	3_75700000_75714000	gain	9	0.15
3	75700000	75717000	17001	*	3_75700000_75717000	gain	9	0.15
3	75756000	75758000	2001	*	3_75756000_75758000	gain	3	0.05
3	75794000	75798000	4001	*	3_75794000_75798000	gain	20	0.33
3	75795000	75798000	3001	*	3_75795000_75798000	gain	20	0.33
3	75798000	75803000	5001	*	3_75798000_75803000	gain	41	0.68
3	75803000	75822000	19001	*	3_75803000_75822000	gain	25	0.42
3	75803000	75834000	31001	*	3_75803000_75834000	gain	25	0.42
3	75834000	75845000	11001	*	3_75834000_75845000	gain	40	0.67
3	75845000	75861000	16001	*	3_75845000_75861000	gain	2	0.03
3	75845000	75862000	17001	*	3_75845000_75862000	gain	2	0.03
3	75983000	75984000	1001	*	3_75983000_75984000	gain	19	0.32
3	75983000	75999000	16001	*	3_75983000_75999000	gain	60	1
3	77828000	77833000	5001	*	3_77828000_77833000	gain	14	0.23
3	80062000	80063000	1001	*	3_80062000_80063000	gain	12	0.2
3	90319000	90323000	4001	*	3_90319000_90323000	gain	24	0.4
3	90322000	90323000	1001	*	3_90322000_90323000	gain	6	0.1
3	90340000	90341000	1001	*	3_90340000_90341000	gain	3	0.05
3	90447000	90495000	48001	*	3_90447000_90495000	gain	14	0.23
3	93511000	93515000	4001	*	3_93511000_93515000	gain	20	0.33
3	100335000	100446000	111001	*	3_100335000_100446000	gain	2	0.03
3	123326000	123327000	1001	*	3_123326000_123327000	gain	2	0.03
3	125438000	125461000	23001	*	3_125438000_125461000	gain	2	0.03
3	128381000	128415000	34001	*	3_128381000_128415000	gain	4	0.07
3	128404000	128414000	10001	*	3_128404000_128414000	gain	5	0.08
3	129799000	129809000	10001	*	3_129799000_129809000	gain	8	0.13
3	145608000	145609000	1001	*	3_145608000_145609000	gain	2	0.03
3	195210000	195233000	23001	*	3_195210000_195233000	gain	24	0.4
3	195211000	195233000	22001	*	3_195211000_195233000	gain	24	0.4
3	195212000	195214000	2001	*	3_195212000_195214000	gain	2	0.03
3	195218000	195219000	1001	*	3_195218000_195219000	gain	2	0.03
3	195340000	195514000	174001	*	3_195340000_195514000	gain	17	0.28
3	195343000	195385000	42001	*	3_195343000_195385000	gain	27	0.45
3	195343000	195450000	107001	*	3_195343000_195450000	gain	30	0.5
3	195343000	195477000	134001	*	3_195343000_195477000	gain	25	0.42
3	195376000	195408000	32001	*	3_195376000_195408000	gain	23	0.38
3	195391000	195418000	27001	*	3_195391000_195418000	gain	22	0.37
3	195408000	195418000	10001	*	3_195408000_195418000	gain	9	0.15
3	195408000	195450000	42001	*	3_195408000_195450000	gain	53	0.88
3	195417000	195448000	31001	*	3_195417000_195448000	gain	50	0.83
3	195450000	195477000	27001	*	3_195450000_195477000	gain	24	0.4
3	195507000	195514000	7001	*	3_195507000_195514000	gain	9	0.15
3	195666000	195727000	61001	*	3_195666000_195727000	gain	32	0.53
3	195670000	195672000	2001	*	3_195670000_195672000	gain	2	0.03
3	195670000	195695000	25001	*	3_195670000_195695000	gain	5	0.08
3	195694000	195722000	28001	*	3_195694000_195722000	gain	33	0.55
3	196624000	196627000	3001	*	3_196624000_196627000	gain	58	0.97
3	197109000	197119000	10001	*	3_197109000_197119000	gain	47	0.78
3	197186000	197187000	1001	*	3_197186000_197187000	gain	6	0.1
3	197343000	197407000	64001	*	3_197343000_197407000	gain	24	0.4
3	197825000	197830000	5001	*	3_197825000_197830000	gain	7	0.12
3	197843000	197894000	51001	*	3_197843000_197894000	gain	7	0.12
3	197843000	197901000	58001	*	3_197843000_197901000	gain	8	0.13
3	197843000	198022430	179431	*	3_197843000_198022430	gain	7	0.12
3	197854000	197857000	3001	*	3_197854000_197857000	gain	28	0.47
3	197854000	197861000	7001	*	3_197854000_197861000	gain	30	0.5
3	197857000	198022430	165431	*	3_197857000_198022430	gain	6	0.1
3	197892000	197901000	9001	*	3_197892000_197901000	gain	7	0.12
3	197895000	197901000	6001	*	3_197895000_197901000	gain	7	0.12
4	0	69000	69001	*	4_0_69000	gain	34	0.57
4	548000	550000	2001	*	4_548000_550000	gain	14	0.23
4	3572000	3636000	64001	*	4_3572000_3636000	gain	60	1
4	3619000	3636000	17001	*	4_3619000_3636000	gain	23	0.38
4	5317000	5320000	3001	*	4_5317000_5320000	gain	23	0.38
4	7865000	7866000	1001	*	4_7865000_7866000	gain	8	0.13
4	8622000	8638000	16001	*	4_8622000_8638000	gain	16	0.27
4	9214000	9235000	21001	*	4_9214000_9235000	gain	25	0.42
4	9214000	9371000	157001	*	4_9214000_9371000	gain	38	0.63
4	9215000	9221000	6001	*	4_9215000_9221000	gain	22	0.37
4	9221000	9235000	14001	*	4_9221000_9235000	gain	24	0.4
4	9221000	9239000	18001	*	4_9221000_9239000	gain	24	0.4
4	9235000	9254000	19001	*	4_9235000_9254000	gain	8	0.13
4	9235000	9371000	136001	*	4_9235000_9371000	gain	38	0.63
4	9257000	9371000	114001	*	4_9257000_9371000	gain	38	0.63
4	9340000	9360000	20001	*	4_9340000_9360000	gain	5	0.08
4	9360000	9371000	11001	*	4_9360000_9371000	gain	2	0.03
4	19227000	19229000	2001	*	4_19227000_19229000	gain	7	0.12
4	23991000	23992000	1001	*	4_23991000_23992000	gain	2	0.03
4	31817000	31821000	4001	*	4_31817000_31821000	gain	8	0.13
